통합키,사이트,원본공고ID,회사명,회사키,공고제목,직무,경력구분,최소연차,고용형태,고용형태표준,알바여부,시도,시군구,지역원문,기술스택,마감일,마감구분,공고URL,외부원본ID,수집시각
,부산일자리정보망,,롯데건설㈜,롯데건설,"[계약직] 2026.10월 현장 PJ,전문직 경력사원 모집(건축-34)","현장, 건축, 건축-34",경력,1,,,,,,,,2026-09-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815728,jobkorea:815728,2026-09-07 22:35:13
,부산일자리정보망,,호호식당 대학로,호호식당대학로,"2026년 호호식당  센텀시티몰[키친,서비스] 직원 모집공고 (주5일)",,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815727,jobkorea:815727,2026-09-07 22:35:13
,부산일자리정보망,,롯데건설㈜,롯데건설,"[계약직] 2026.10월 현장 PJ,전문직 경력사원 모집(건축-39)","현장, 건축, 건축-39",경력,1,,,,,,,,2026-09-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815726,jobkorea:815726,2026-09-07 22:35:13
,부산일자리정보망,,국립공원공단,국립공원공단,[금정산] 2026년 국립공원지킴이(녹색순찰대) 모집(부산광역시),,경력,1,,,,,,,,2026-09-14,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815725,jobkorea:815725,2026-09-07 22:35:13
,부산일자리정보망,,우즈베이커리,우즈베이커리,부산 기장]  브런치파트  신입/경력직 모집합니다.,,경력,1,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815724,jobkorea:815724,2026-09-07 22:35:13
,부산일자리정보망,,㈜베이지그,베이지그,[뷰라브 부산] 브랜드 디자이너 채용 (뷰티 브랜드),디자이너,경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815723,jobkorea:815723,2026-09-07 22:35:13
,부산일자리정보망,,클라쎄오토㈜,클라쎄오토,폭스바겐 영업사원 모집 (동래전시장),영업,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815722,jobkorea:815722,2026-09-07 22:35:13
,부산일자리정보망,,롯데건설㈜,롯데건설,"[계약직] 2026.10월 현장 PJ,전문직 경력사원 모집(건축-48)","현장, 건축, 건축-48",경력,1,,,,,,,,2026-09-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815721,jobkorea:815721,2026-09-07 22:35:13
,부산일자리정보망,,롯데건설㈜,롯데건설,"[계약직] 2026.10월 현장 PJ,전문직 경력사원 모집(건축-49)","현장, 건축, 건축-49",경력,1,,,,,,,,2026-09-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815720,jobkorea:815720,2026-09-07 22:35:13
,부산일자리정보망,,㈜굿로지스 (Good Log,굿로지스(goodlog,[쿠팡 퀵플렉스] 부산4 야간 백업기사 채용 구인 600이상,기사,기타,,,,,,,,,2026-11-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815719,jobkorea:815719,2026-09-07 22:35:13
,부산일자리정보망,,롯데건설㈜,롯데건설,"[계약직] 2026.10월 현장 PJ,전문직 경력사원 모집(건축-58)","현장, 건축, 건축-58",경력,1,,,,,,,,2026-09-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815718,jobkorea:815718,2026-09-07 22:35:13
,부산일자리정보망,,롯데건설㈜,롯데건설,"[계약직] 2026.10월 현장 PJ,전문직 경력사원 모집(건축-59)","현장, 건축, 건축-59",경력,1,,,,,,,,2026-09-07,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815717,jobkorea:815717,2026-09-07 22:35:13
,부산일자리정보망,,킨더살몬,킨더살몬,[킨더살몬] 여성복브랜드 KINDERSALMON 신세계센텀점 매니저 채용,,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815716,jobkorea:815716,2026-09-07 22:35:14
,부산일자리정보망,,㈜에스씨에이게임부산,에스씨에이게임부산,[SBS아카데미게임학원 부산지점] 학생 상담사(멘토) 채용,상담사,신입,0,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815715,jobkorea:815715,2026-09-07 22:35:14
,부산일자리정보망,,㈜에스씨에이게임부산,에스씨에이게임부산,[SBS아카데미게임학원 부산점] 학생관리 상담 선생님(멘토) 정규 채용,,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815714,jobkorea:815714,2026-09-07 22:35:14
,부산일자리정보망,,㈜나래디자인아카데미,나래디자인아카데미,(주)나래디자인아카데미 직업상담사 모집,상담사,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815713,jobkorea:815713,2026-09-07 22:35:14
,부산일자리정보망,,㈜ 라웰드,라웰드,[근무차량지원] CJ 생수 택배기사 희망지역근무 초보자환영,"택배, 기사",기타,,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815712,jobkorea:815712,2026-09-07 22:35:14
,부산일자리정보망,,㈜브라이트솔라,브라이트솔라,경영지원팀(경리/인사/총무) 경력 사원 채용,"경영지원, 경리, 인사, 총무",경력,1,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815711,jobkorea:815711,2026-09-07 22:35:14
,부산일자리정보망,,㈜ 라웰드,라웰드,[근무차량가능] 쿠팡 택배기사 가벼운물량 업무교육진행,"택배, 기사, 교육",기타,,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815710,jobkorea:815710,2026-09-07 22:35:14
,부산일자리정보망,,㈜보리에,보리에,주방 직원 (튀김요리),"주방, 요리, 튀김요리",기타,,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815709,jobkorea:815709,2026-09-07 22:35:14
,부산일자리정보망,,㈜보리에,보리에,인사팀 경력직,인사,경력,5,,,,,,,,2026-09-30,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815708,jobkorea:815708,2026-09-07 22:35:14
,부산일자리정보망,,㈜에이치에스디,에이치에스디,부동산시행 개발사업본부 중간관리자,개발,경력,1,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815707,jobkorea:815707,2026-09-07 22:35:14
,부산일자리정보망,,주식회사 건국물류,건국물류,[5톤화물차 운전직] 건국물류에서 임대기사 또는 직영기사님을 모십니다.,"운전, 물류, 기사, 5톤화물차 운전직",경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815706,jobkorea:815706,2026-09-07 22:35:14
,부산일자리정보망,,㈜한신공기,한신공기,콤푸레셔  / 공기압축기 영업 및 AS 기사 모집,"영업, 기사",경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815705,jobkorea:815705,2026-09-07 22:35:14
,부산일자리정보망,,주식회사 건국물류,건국물류,[인증업체] 건국물류 / 5톤화물차 / 평생직장/ 초보연수진행 / 출퇴근노선,물류,경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815704,jobkorea:815704,2026-09-07 22:35:15
,부산일자리정보망,,중소벤처기업진흥공단,중소벤처기업진흥공단,화신볼트산업 제조팀 CNC 파트 채용,제조,경력,1,,,,,,,,2026-09-27,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815703,jobkorea:815703,2026-09-07 22:35:15
,부산일자리정보망,,주식회사 건국물류,건국물류,[고정노선  운전직] 5톤화물차/ 거주지인근센터 근무/ 스트레스없는 운전직,"운전, 고정노선 운전직",경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815702,jobkorea:815702,2026-09-07 22:35:15
,부산일자리정보망,,주식회사 건국물류,건국물류,[5톤물류운송] 인증업체/ 거주지 인근센터시작/ 고정노선 선택/ 화물차운전,"물류, 운송, 운전, 5톤물류운송",경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815701,jobkorea:815701,2026-09-07 22:35:15
,부산일자리정보망,,㈜신건,신건,[근무차량지원]Hyundai H Mall 배송 채용 강원 부산,배송,기타,,,,,,,,,2026-11-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815700,jobkorea:815700,2026-09-07 22:35:15
,부산일자리정보망,,㈜신건,신건,[근무차량지원]Hyundai H Mall 배송 채용 경북 부산,배송,기타,,,,,,,,,2026-11-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815699,jobkorea:815699,2026-09-07 22:35:15
,부산일자리정보망,,주식회사 건국물류,건국물류,[인증업체] 골판지운송/ 5톤화물차 /거주지 인근센터 시작/ 센터간 운전만,"운송, 운전",경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815698,jobkorea:815698,2026-09-07 22:35:15
,부산일자리정보망,,㈜신건,신건,[근무차량지원]Hyundai H Mall 배송 채용 부산 전 지역,배송,기타,,,,,,,,,2026-11-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815697,jobkorea:815697,2026-09-07 22:35:15
,부산일자리정보망,,주식회사 건국물류,건국물류,[중장년일자리]건국물류 /초보연수 /5톤화물차 / 기업물류 센터간 운전만,"물류, 운전",경력,1,,,,,,,,2026-11-03,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815696,jobkorea:815696,2026-09-07 22:35:15
,부산일자리정보망,,에이아이에이프리미어파트너스㈜,에이아이에이프리미어파트너스,[연산동-직전연봉60프로/리쿨비/노터치DB] 관리자/자산관리사 채용.,,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815695,jobkorea:815695,2026-09-07 22:35:15
,부산일자리정보망,,㈜아이쿠카,아이쿠카,알뜰폰 사업기획·운영 담당자,기획,경력,3,,,,,,,,2026-11-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815694,jobkorea:815694,2026-09-07 22:35:15
,부산일자리정보망,,이브이카,이브이카,[EV CAR 부산지점] 전기차 사고대차 배반차(딜리버리) 담당자 채용,전기,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815693,jobkorea:815693,2026-09-07 22:35:15
,부산일자리정보망,,뉼리,뉼리,레스토랑 홀서버 정직원 채용 -광안리 스테이크 하우스 뉼리,서버,기타,,,,,,,,,2026-10-04,기한,https://www.busanjob.net/view.do?no=1308&pgMode=show&id=815692,jobkorea:815692,2026-09-07 22:35:17
